Date,Store_ID,Qty,Product_ID
2014-01-01,1,0,3
2014-01-01,1,0,5
2014-01-01,1,0,7
2014-01-01,1,0,8
2014-01-01,1,0,10
2014-01-01,1,0,11
2014-01-01,1,0,12
2014-01-01,1,0,15
2014-01-01,1,0,16
2014-01-01,1,0,20
2014-01-01,1,0,38
2014-01-01,1,0,24
2014-01-01,1,0,27
2014-01-01,1,0,29
2014-01-01,1,0,32
2014-01-01,2,0,3
2014-01-01,2,0,5
2014-01-01,2,0,7
2014-01-01,2,0,8
2014-01-01,2,0,10
2014-01-01,2,0,11
2014-01-01,2,0,12
2014-01-01,2,0,15
2014-01-01,2,0,16
2014-01-01,2,0,20
2014-01-01,2,0,38
2014-01-01,2,0,24
2014-01-01,2,0,27
2014-01-01,2,0,29
2014-01-01,2,0,32
2014-01-01,3,0,3
2014-01-01,3,0,5
2014-01-01,3,0,7
2014-01-01,3,0,8
2014-01-01,3,0,10
2014-01-01,3,0,11
2014-01-01,3,0,12
2014-01-01,3,0,15
2014-01-01,3,0,16
2014-01-01,3,0,20
2014-01-01,3,0,38
2014-01-01,3,0,24
2014-01-01,3,0,27
2014-01-01,3,0,29
2014-01-01,3,0,32
2014-01-01,4,0,3
2014-01-01,4,0,5
2014-01-01,4,0,7
2014-01-01,4,0,8
2014-01-01,4,0,10
2014-01-01,4,0,11
2014-01-01,4,0,12
2014-01-01,4,0,15
2014-01-01,4,0,16
2014-01-01,4,0,20
2014-01-01,4,0,38
2014-01-01,4,0,24
2014-01-01,4,0,27
2014-01-01,4,0,29
2014-01-01,4,0,32
2014-01-01,5,0,3
2014-01-01,5,0,5
2014-01-01,5,0,7
2014-01-01,5,0,8
2014-01-01,5,0,10
2014-01-01,5,0,11
2014-01-01,5,0,12
2014-01-01,5,0,15
2014-01-01,5,0,16
2014-01-01,5,0,20
2014-01-01,5,0,38
2014-01-01,5,0,24
2014-01-01,5,0,27
2014-01-01,5,0,29
2014-01-01,5,0,32
2014-01-01,6,0,3
2014-01-01,6,0,5
2014-01-01,6,0,7
2014-01-01,6,0,8
2014-01-01,6,0,10
2014-01-01,6,0,11
2014-01-01,6,0,12
2014-01-01,6,0,15
2014-01-01,6,0,16
2014-01-01,6,0,20
2014-01-01,6,0,38
2014-01-01,6,0,24
2014-01-01,6,0,27
2014-01-01,6,0,29
2014-01-01,6,0,32
2014-01-01,7,0,3
2014-01-01,7,0,5
2014-01-01,7,0,7
2014-01-01,7,0,8
2014-01-01,7,0,10
2014-01-01,7,0,11
2014-01-01,7,0,12
2014-01-01,7,0,15
2014-01-01,7,0,16
2014-01-01,7,0,20
2014-01-01,7,0,38
2014-01-01,7,0,24
2014-01-01,7,0,27
2014-01-01,7,0,29
2014-01-01,7,0,32
2014-01-01,8,0,3
2014-01-01,8,0,5
2014-01-01,8,0,7
2014-01-01,8,0,8
2014-01-01,8,0,10
2014-01-01,8,0,11
2014-01-01,8,0,12
2014-01-01,8,0,15
2014-01-01,8,0,16
2014-01-01,8,0,20
2014-01-01,8,0,38
2014-01-01,8,0,24
2014-01-01,8,0,27
2014-01-01,8,0,29
2014-01-01,8,0,32
2014-01-01,9,0,3
2014-01-01,9,0,5
2014-01-01,9,0,7
2014-01-01,9,0,8
2014-01-01,9,0,10
2014-01-01,9,0,11
2014-01-01,9,0,12
2014-01-01,9,0,15
2014-01-01,9,0,16
2014-01-01,9,0,20
2014-01-01,9,0,38
2014-01-01,9,0,24
2014-01-01,9,0,27
2014-01-01,9,0,29
2014-01-01,9,0,32
2014-01-01,10,0,3
2014-01-01,10,0,5
2014-01-01,10,0,7
2014-01-01,10,0,8
2014-01-01,10,0,10
2014-01-01,10,0,11
2014-01-01,10,0,12
2014-01-01,10,0,15
2014-01-01,10,0,16
2014-01-01,10,0,20
2014-01-01,10,0,38
2014-01-01,10,0,24
2014-01-01,10,0,27
2014-01-01,10,0,29
2014-01-01,10,0,32
2014-01-01,11,0,3
2014-01-01,11,0,5
2014-01-01,11,0,7
2014-01-01,11,0,8
2014-01-01,11,0,10
2014-01-01,11,0,11
2014-01-01,11,0,12
2014-01-01,11,0,15
2014-01-01,11,0,16
2014-01-01,11,0,20
2014-01-01,11,0,38
2014-01-01,11,0,24
2014-01-01,11,0,27
2014-01-01,11,0,29
2014-01-01,11,0,32
2014-01-01,12,0,3
2014-01-01,12,0,5
2014-01-01,12,0,7
2014-01-01,12,0,8
2014-01-01,12,0,10
2014-01-01,12,0,11
2014-01-01,12,0,12
2014-01-01,12,0,15
2014-01-01,12,0,16
2014-01-01,12,0,20
2014-01-01,12,0,38
2014-01-01,12,0,24
2014-01-01,12,0,27
2014-01-01,12,0,29
2014-01-01,12,0,32
2014-01-01,13,0,3
2014-01-01,13,0,5
2014-01-01,13,0,7
2014-01-01,13,0,8
2014-01-01,13,0,10
2014-01-01,13,0,11
2014-01-01,13,0,12
2014-01-01,13,0,15
2014-01-01,13,0,16
2014-01-01,13,0,20
2014-01-01,13,0,38
2014-01-01,13,0,24
2014-01-01,13,0,27
2014-01-01,13,0,29
2014-01-01,13,0,32
2014-01-01,14,0,3
2014-01-01,14,0,5
2014-01-01,14,0,7
2014-01-01,14,0,8
2014-01-01,14,0,10
2014-01-01,14,0,11
2014-01-01,14,0,12
2014-01-01,14,0,15
2014-01-01,14,0,16
2014-01-01,14,0,20
2014-01-01,14,0,38
2014-01-01,14,0,24
2014-01-01,14,0,27
2014-01-01,14,0,29
2014-01-01,14,0,32
2014-01-01,15,0,3
2014-01-01,15,0,5
2014-01-01,15,0,7
2014-01-01,15,0,8
2014-01-01,15,0,10
2014-01-01,15,0,11
2014-01-01,15,0,12
2014-01-01,15,0,15
2014-01-01,15,0,16
2014-01-01,15,0,20
2014-01-01,15,0,38
2014-01-01,15,0,24
2014-01-01,15,0,27
2014-01-01,15,0,29
2014-01-01,15,0,32
2014-01-01,16,0,3
2014-01-01,16,0,5
2014-01-01,16,0,7
2014-01-01,16,0,8
2014-01-01,16,0,10
2014-01-01,16,0,11
2014-01-01,16,0,12
2014-01-01,16,0,15
2014-01-01,16,0,16
2014-01-01,16,0,20
2014-01-01,16,0,38
2014-01-01,16,0,24
2014-01-01,16,0,27
2014-01-01,16,0,29
2014-01-01,16,0,32
2014-01-01,17,0,3
2014-01-01,17,0,5
2014-01-01,17,0,7
2014-01-01,17,0,8
2014-01-01,17,0,10
2014-01-01,17,0,11
2014-01-01,17,0,12
2014-01-01,17,0,15
2014-01-01,17,0,16
2014-01-01,17,0,20
2014-01-01,17,0,38
2014-01-01,17,0,24
2014-01-01,17,0,27
2014-01-01,17,0,29
2014-01-01,17,0,32
2014-01-01,18,0,3
2014-01-01,18,0,5
2014-01-01,18,0,7
2014-01-01,18,0,8
2014-01-01,18,0,10
2014-01-01,18,0,11
2014-01-01,18,0,12
2014-01-01,18,0,15
2014-01-01,18,0,16
2014-01-01,18,0,20
2014-01-01,18,0,38
2014-01-01,18,0,24
2014-01-01,18,0,27
2014-01-01,18,0,29
2014-01-01,18,0,32
2014-01-01,19,0,3
2014-01-01,19,0,5
2014-01-01,19,0,7
2014-01-01,19,0,8
2014-01-01,19,0,10
2014-01-01,19,0,11
2014-01-01,19,0,12
2014-01-01,19,0,15
2014-01-01,19,0,16
2014-01-01,19,0,20
2014-01-01,19,0,38
2014-01-01,19,0,24
